2025-6-19 10:16:23-debug: start **** info
2025-6-19 10:16:23-log: Cannot access game frame or container.
2025-6-19 10:16:23-debug: asset-db:require-engine-code (387ms)
2025-6-19 10:16:23-log: [box2d]:box2d wasm lib loaded.
2025-6-19 10:16:23-log: meshopt wasm decoder initialized
2025-6-19 10:16:23-log: [bullet]:bullet wasm lib loaded.
2025-6-19 10:16:23-log: Cocos Creator v3.8.6
2025-6-19 10:16:23-log: Forward render pipeline initialized.
2025-6-19 10:16:23-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:29.48MB, end 80.05MB, increase: 50.57MB
2025-6-19 10:16:23-debug: [Assets Memory track]: asset-db-plugin-register: programming start:80.88MB, end 88.57MB, increase: 7.69MB
2025-6-19 10:16:25-debug: [Assets Memory track]: asset-db-plugin-register: builder start:88.60MB, end 229.66MB, increase: 141.07MB
2025-6-19 10:16:25-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:224.72MB, end 227.51MB, increase: 2.79MB
2025-6-19 10:16:25-debug: [Assets Memory track]: asset-db-plugin-register: project start:80.76MB, end 227.67MB, increase: 146.92MB
2025-6-19 10:16:25-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:80.06MB, end 228.19MB, increase: 148.12MB
2025-6-19 10:16:23-log: Using legacy pipeline
2025-6-19 10:16:25-debug: run package(linux) handler(enable) start
2025-6-19 10:16:25-debug: run package(linux) handler(enable) success!
2025-6-19 10:16:25-debug: run package(mac) handler(enable) start
2025-6-19 10:16:25-debug: run package(native) handler(enable) start
2025-6-19 10:16:25-debug: run package(native) handler(enable) success!
2025-6-19 10:16:25-debug: run package(ohos) handler(enable) start
2025-6-19 10:16:25-debug: run package(ohos) handler(enable) success!
2025-6-19 10:16:25-debug: run package(oppo-mini-game) handler(enable) success!
2025-6-19 10:16:25-debug: run package(oppo-mini-game) handler(enable) start
2025-6-19 10:16:25-debug: run package(runtime-dev-tools) handler(enable) start
2025-6-19 10:16:25-debug: run package(runtime-dev-tools) handler(enable) success!
2025-6-19 10:16:25-debug: run package(taobao-mini-game) handler(enable) success!
2025-6-19 10:16:25-debug: run package(taobao-mini-game) handler(enable) start
2025-6-19 10:16:25-debug: run package(vivo-mini-game) handler(enable) start
2025-6-19 10:16:25-debug: run package(vivo-mini-game) handler(enable) success!
2025-6-19 10:16:25-debug: run package(migu-mini-game) handler(enable) start
2025-6-19 10:16:25-debug: run package(web-desktop) handler(enable) success!
2025-6-19 10:16:25-debug: run package(web-mobile) handler(enable) start
2025-6-19 10:16:25-debug: run package(web-mobile) handler(enable) success!
2025-6-19 10:16:25-debug: run package(wechatgame) handler(enable) start
2025-6-19 10:16:25-debug: run package(wechatgame) handler(enable) success!
2025-6-19 10:16:25-debug: run package(wechatprogram) handler(enable) start
2025-6-19 10:16:25-debug: run package(wechatprogram) handler(enable) success!
2025-6-19 10:16:25-debug: run package(windows) handler(enable) start
2025-6-19 10:16:25-debug: run package(windows) handler(enable) success!
2025-6-19 10:16:25-debug: run package(xiaomi-quick-game) handler(enable) start
2025-6-19 10:16:25-debug: run package(migu-mini-game) handler(enable) success!
2025-6-19 10:16:25-debug: run package(cocos-service) handler(enable) start
2025-6-19 10:16:25-debug: run package(cocos-service) handler(enable) success!
2025-6-19 10:16:25-debug: run package(im-plugin) handler(enable) start
2025-6-19 10:16:25-debug: run package(mac) handler(enable) success!
2025-6-19 10:16:25-debug: run package(fix-asset-default-userdata) handler(enable) start
2025-6-19 10:16:25-debug: run package(web-desktop) handler(enable) start
2025-6-19 10:16:25-debug: run package(fix-asset-default-userdata) handler(enable) success!
2025-6-19 10:16:25-debug: run package(im-plugin) handler(enable) success!
2025-6-19 10:16:25-debug: run package(placeholder) handler(enable) start
2025-6-19 10:16:25-debug: run package(xiaomi-quick-game) handler(enable) success!
2025-6-19 10:16:25-debug: run package(placeholder) handler(enable) success!
2025-6-19 10:16:25-debug: asset-db:worker-init: initPlugin (1191ms)
2025-6-19 10:16:25-debug: [Assets Memory track]: asset-db:worker-init start:29.47MB, end 228.96MB, increase: 199.49MB
2025-6-19 10:16:25-debug: Run asset db hook engine-extends:beforePreStart success!
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunksbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default-terrainbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_cubemapbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_file_contentbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fontsbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: Run asset db hook programming:beforePreStart success!
2025-6-19 10:16:25-debug: Run asset db hook engine-extends:beforePreStart ...
2025-6-19 10:16:25-debug: Run asset db hook programming:beforePreStart ...
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_materialsbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefabbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_renderpipelinebackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_skyboxbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_uibackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependenciesbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/gizmobackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/physicsbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/toolsbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: asset-db:worker-init (1674ms)
2025-6-19 10:16:25-debug: asset-db-hook-programming-beforePreStart (52ms)
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effectsbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: asset-db-hook-engine-extends-beforePreStart (52ms)
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/builtinbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/commonbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/legacybackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/lighting-modelsbackground: #aaff85; color: #000;color: #000;
2025-6-19 10:16:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/post-processbackground: #aaff85; color: #000;color: #000;
